index,original_text,text,category,quarter,ground_truth
1165,Wonder how many of these #antivax conspiracy theorists will be begging for medical treatment when they are near death.. or will they just let darwin cull the herd.... with their ineffectual woo #vaccineswork #COVIDIOTS,wonder how many of these antivax conspiracy theorists will be begging for medical treatment when they are near death or will they just let darwin cull the herd with their ineffectual woo,vaccine,Q1_2020,1
1166,anti vaxxers saying vote no i will step on all of you and your stupid unvaccinated kids,anti vaxxers saying vote no i will step on all of you and your stupid unvaccinated kids,vaccine,Q1_2020,1
1179,"The second episode of Pandemic starts and two sentences in I can tell this is about an antivax mother and sure enough. Ugh I hope this episode just makes points about how she, along with all other antivaxxers, are fucking stupid.",the second episode of pandemic starts and two sentences in i can tell this is about an antivax mother and sure enough ugh i hope this episode just makes points about how she along with all other antivaxxers are fucking stupid,vaccine,Q1_2020,1
1224,"Measles tops the list, being the most contagious with a R0 range of 12-18. This means a single person can infect, on average, 12 to 18 people in an unvaccinated population.",measles tops the list being the most contagious with a r0 range of 1218 this means a single person can infect on average 12 to 18 people in an unvaccinated population,vaccine,Q1_2020,0
1231,who remembers this ? #EnterovirusD68 50+ #children paralyzed/dead #OpenBorders #SanctuaryCity #Democrats and #Obama's Policy Spread Disease by allowing unvaccinated diseased #illegals in and secretly resettling them all over #USA #CoronavirusOutbreak,who remembers this  enterovirusd68 50 children paralyzeddead and obamas policy spread disease by allowing unvaccinated diseased illegals in and secretly resettling them all over,vaccine,Q1_2020,1
1240,rap niggas and these antivax bars,rap niggas and these antivax bars,vaccine,Q1_2020,1
1251,#VaccinateYourChildren or leave CA. Your unvaccinated children will not be missed.,or leave ca your unvaccinated children will not be missed,vaccine,Q1_2020,0
1252,Antivax*ers are so stupid I cant wait for those bitches to ***,antivaxers are so stupid i cant wait for those bitches to,vaccine,Q1_2020,1
1263,"Believing this is, of course, the very definition of antivax.",believing this is of course the very definition of antivax,vaccine,Q1_2020,0
1264,dont feel so burden with antivax pls!!!!,dont feel so burden with antivax pls,vaccine,Q1_2020,0
1276,"Leave it to bottom-feeding #antivaxxers to twist #DrAnthonyFauci's comments about a #COVID19 vaccine. No, he isn't #antivaccine. He talked timeline, different stages of development, and considerations before release.",leave it to bottomfeeding antivaxxers to twist dranthonyfaucis comments about a covid19 vaccine no he isnt antivaccine he talked timeline different stages of development and considerations before release,vaccine,Q1_2020,1
1294,"#WakeUpAmerica #WakeUpWorld, #BigPharma rules the world. #IDoNotConsent #Nomandatoryvaccines @realDonaldTrump",bigpharma rules the world,vaccine,Q1_2020,0
1303,We are going to get it to 99% under control and then some hippie antivax soccer mom is going to drag her disease ridden twerp who she healed with crystals and incense to a McDonald s playhouse to celebrate and we will be back at square fucking one,we are going to get it to 99% under control and then some hippie antivax soccer mom is going to drag her disease ridden twerp who she healed with crystals and incense to a mcdonald s playhouse to celebrate and we will be back at square fucking one,vaccine,Q1_2020,1
1309,You know I haven t heard a single goddamn peep from them antivax assholes,you know i haven t heard a single goddamn peep from them antivax assholes,vaccine,Q1_2020,1
1321,"NEXT time theres an unvaccinated virus pandemic, USA should B fully ready, so NO aspect of R economy slows down, &amp; NO1 is endangered! NO pro sports postponed, but audience wears gloves &amp; has masks that 100% prevent disease transmission! Same w/ALL bizs ppl work close 2 others @!",next time theres an unvaccinated virus pandemic usa should b fully ready so no aspect of r economy slows down  no1 is endangered no pro sports postponed but audience wears gloves  has masks that 100% prevent disease transmission same wall bizs ppl work close 2 others,vaccine,Q1_2020,0
1331,"The forces of antiscience have been politely ignored for too long, and now they're out of control. Antivax, antiGMO, anticlimate, kemikills, Big Organic... Enough.",the forces of antiscience have been politely ignored for too long and now theyre out of control antivax antigmo anticlimate kemikills big organic enough,vaccine,Q1_2020,0
1332,"In case you thought JT and I didn t, we did. Get out there, VOTE. #earlyvoting #raiseyourvoice #byetrumpbye #iwillnotcomply",in case you thought jt and i didn t we did get out there vote,vaccine,Q1_2020,0
1339,"I agree, but calling for admission in this area is the same as getting @newscorpaus to acknowledge they are anti-transgender, and more broadly anti-LGBTIQ and climate deniers. Pete Evans should just admit it: he s anti-vax",i agree but calling for admission in this area is the same as getting to acknowledge they are antitransgender and more broadly antilgbtiq and climate deniers pete evans should just admit it he s antivax,vaccine,Q1_2020,0
1343,Lmao the antivaxxers told me I hate children and were appalled I was allowed to work on kids' books so sorry to Harper for losing them that coveted antivax dollar.,lmao the antivaxxers told me i hate children and were appalled i was allowed to work on kids books so sorry to harper for losing them that coveted antivax dollar,vaccine,Q1_2020,0
1359,Came in contact with an antivax mf on Twitter today. If they die before corona gets them i did it. This is my confession.,came in contact with an antivax mf on twitter today if they die before corona gets them i did it this is my confession,vaccine,Q1_2020,1
1382,You Are Unvaccinated and Got Sick. These Are Your Odds. Excellent #dataviz on #vaccination,you are unvaccinated and got sick these are your odds excellent dataviz on,vaccine,Q1_2020,0
1383,2 things that never get old. Dark humor and unvaccinated children,2 things that never get old dark humor and unvaccinated children,vaccine,Q1_2020,0
1394,"According to my Chinese zodiac, I should avoid sick people to not get sick. They are a smart people. Seriously though. I'm prone to walking around all unvaccinated and making decisions about my own health. Probably not worth the risk.",according to my chinese zodiac i should avoid sick people to not get sick they are a smart people seriously though im prone to walking around all unvaccinated and making decisions about my own health probably not worth the risk,vaccine,Q1_2020,0
1396,live fast die young unvaccinated children do it well,live fast die young unvaccinated children do it well,vaccine,Q1_2020,0
1403,Dudes be shooting their shot with a girl but be unvaccinated. My guy you worried about the wrong shots,dudes be shooting their shot with a girl but be unvaccinated my guy you worried about the wrong shots,vaccine,Q1_2020,0
1408,"""Three years ago, the president declared his skepticism of vaccines and tried to launch an antivaccine task force. Now he suddenly loves vaccines. ... Mr. President, if you want something, start treating science and its principles with respect.""",three years ago the president declared his skepticism of vaccines and tried to launch an antivaccine task force now he suddenly loves vaccines  mr president if you want something start treating science and its principles with respect,vaccine,Q1_2020,0
1423,You cannot succeed in the marketing field if your campaigns are influenced by previous results.... The digital world moves to fast for you to use last months insight..... Get your shit together Nancy..... #okboomer,you cannot succeed in the marketing field if your caigns are influenced by previous results the digital world moves to fast for you to use last months insight get your shit together nancy,ageism,Q1_2020,0
1430,"University of Oklahoma Professor Allegedly Claims Saying 'OK, Boomer' Is as Offensive as the N-Word- Good grief!!! Lighten up!! #okboomer. #canadianseries. #b_malley #Nbfilmmaker",university of oklahoma professor allegedly claims saying ok boomer is as offensive as the nword good grief lighten up okboomer canadianseries,ageism,Q1_2020,0
1436,old people voting for themselves instead of the future is such a.... dare i say it? #okboomer thing.,old people voting for themselves instead of the future is such a dare i say it okboomer thing,ageism,Q1_2020,0
1444,"This is disgusting! Every one of those people should be ashamed. Your selfish party means we may face these measures for even longer! FOLLOW ADVICE, stupid #covidiots #ProtectTheNHS Police break up 'massive' karaoke party during COVID-19 lockdown measures",this is disgusting every one of those people should be ashamed your selfish party means we may face these measures for even longer follow advice stupid police break up massive karaoke party during covid19 lockdown measures,ageism,Q1_2020,1
1456,"What do Sam Newman, Jeremy Clarkson and Meatloaf all have in common? No one cares about them and their opinions. Crawl back under your rocks and Disappear #AustralianFires #bushfirecrisis #okboomer #SamNewman #GoAway #MeatLoaf #jeremyclarkson",what do sam newman jeremy clarkson and meatloaf all have in common no one cares about them and their opinions crawl back under your rocks and disappear,ageism,Q1_2020,1
